Word,Synonyms
derby,bowler hat;bowler;derby hat;plug hat
deregulating,deregulation
deregulating,deregulate
derision,ridicule
dermatologist,skin doctor
derriere,buttocks;nates;arse;butt;backside;bum;buns;can;fundament;hindquarters;hind end;keister;posterior;prat;rear;rear end;rump;stern;seat;tail;tail end;tooshie;tush;bottom;behind;fanny;ass
des,diethylstilbestrol;diethylstilboestrol;stilbestrol;stilboestrol;DES|diethylstilbesterol;DES;stilbesterol|Delaware;Diamond State;First State;DE
desalination,desalinization;desalinisation
descendants,posterity|descendant;descendent
descent,origin;extraction|line of descent;lineage;filiation|declivity;fall;decline;declination;declension;downslope|lineage;line;line of descent;bloodline;blood line;blood;pedigree;ancestry;origin;parentage;stemma;stock
description,verbal description
descriptor,form;word form;signifier
desecration,profanation;blasphemy;sacrilege
desegregation,integration;integrating
desensitization,desensitisation
desert,abandon;forsake;desolate|defect
deserter,apostate;renegade;turncoat;recreant;ratter|defector
deserts,comeuppance;comeupance|desert
deserts,abandon;forsake;desolate;desert|defect;desert|desert
design,designing|plan|blueprint;pattern|pattern;figure|purpose;intent;intention;aim|invention;innovation;excogitation;conception
design,plan;project;contrive|plan
designation,appellation;denomination;appellative|appointment;assignment;naming|identification
designer,interior designer;interior decorator;house decorator;room decorator;decorator|architect|graphic designer|intriguer|couturier;fashion designer;clothes designer
desirability,desirableness|sex appeal;desirableness;oomph
desire,want|hope;trust
desktop,background;screen background
desolation,devastation|bleakness;bareness;nakedness|forlornness;loneliness|devastation
despair,desperation
desperation,despair
despite,contempt;disdain;scorn
despot,tyrant;autocrat
dessert,sweet;afters
destabilization,destabilisation
destination,finish;goal|terminus|address;name and address
destiny,fate|fate|fortune;fate;luck;lot;circumstances;portion
destroyer,guided missile destroyer|ruiner;undoer;waster;uprooter
destruction,devastation|demolition;wipeout|end;death
detachment,withdrawal|disengagement|insulation;insularity;insularism|separation;breakup
detail,item;point|particular;item|contingent
detailing,particularization;particularisation
detailing,detail|detail
details,inside information|detail;item;point|detail;particular;item|detail|detail|contingent;detail
details,detail|detail
detainee,political detainee
detainment,detention;hold;custody
detecting,detection;detective work;sleuthing
detecting,detect;observe;find;discover;notice
detection,sensing|catching;espial;spying;spotting|signal detection|detecting;detective work;sleuthing
detective,investigator;tec;police detective
detector,sensor;sensing element|demodulator
detention,detainment;hold;custody
deterioration,impairment|decline in quality;declension;worsening
determent,deterrence;intimidation
determination,finding|purpose|decision;conclusion|decision;conclusion
deterrence,disincentive|determent;intimidation
detour,roundabout way
detox,detoxify
detriment,hurt
detritus,debris;dust;junk;rubble
detroit,Detroit;Motor City;Motown
deutschland,Germany;Federal Republic of Germany;Deutschland;FRG
devastation,desolation|desolation|ravaging|destruction
development,evolution|growth;growing;maturation;ontogeny;ontogenesis|exploitation|developing
devi,Devi
deviance,aberrance;aberrancy;aberration|deviation
device,gimmick;twist
devices,device|device|device;gimmick;twist|device|device
devil,Satan;Old Nick;Devil;Lucifer;Beelzebub;the Tempter;Prince of Darkness|fiend;demon;daemon;daimon|deuce;dickens|hellion;heller|monster;fiend;demon;ogre
devil,annoy;rag;get to;bother;get at;irritate;rile;nark;nettle;gravel;vex;chafe
devise,invent;contrive;excogitate;formulate;forge|organize;organise;prepare;get up;machinate
devising,fashioning;making
devising,invent;contrive;devise;excogitate;formulate;forge|organize;organise;prepare;devise;get up;machinate|devise
devolution,degeneration|devolvement
devon,Devon;Devonshire|Devon
devotion,devotedness|idolatry;veneration;cultism
dg,decigram
dhaka,Dhaka;Dacca;capital of Bangladesh
dharma,Dharma
dhaulagiri,Dhaulagiri
diagnosing,diagnosis
diagnosing,diagnose;name|diagnose
diagnosis,diagnosing
diagnostics,nosology
dial,telephone dial
dialect,idiom;accent
dialog,dialogue;duologue|dialogue|dialogue
dialogue,dialog;duologue|dialog|dialog|negotiation;talks
diameter,diam
diamond,adamant|rhombus;rhomb|baseball diamond;infield|ball field;baseball field
diana,Diana;Princess Diana;Princess of Wales;Lady Diana Frances Spencer|Diana
diaper,nappy;napkin
diaphragm,stop|midriff|pessary;contraceptive diaphragm
diarrhea,diarrhoea;looseness of the bowels;looseness
diary,journal
dias,Dias;Diaz;Bartholomeu Dias;Bartholomeu Diaz|Defense Intelligence Agency;DIA
diaspora,Diaspora
diatribe,fulmination
diaz,Dias;Diaz;Bartholomeu Dias;Bartholomeu Diaz
diazepam,Valium
dice,die
dice,cube
dichotomy,duality
dick,gumshoe;hawkshaw|cock;prick;shaft;pecker;peter;tool;putz
dickhead,asshole;bastard;cocksucker;shit;mother fucker;motherfucker;prick;whoreson;son of a bitch;SOB
dickie,dickey;dicky;dickey-seat;dickie-seat;dicky-seat|dickey;dicky;shirtfront
dickinson,Dickinson;Emily Dickinson
dictate,order;prescribe
dictator,potentate|authoritarian
dictatorship,absolutism;authoritarianism;Caesarism;despotism;monocracy;one-man rule;shogunate;Stalinism;totalitarianism;tyranny
dictionary,lexicon
dido,Dido
didrikson,Zaharias;Babe Zaharias;Didrikson;Babe Didrikson;Mildred Ella Didrikson;Mildred Ella Didrikson Zaharias
die,dice
die,decease;perish;go;exit;pass away;expire;pass;kick the bucket;cash in one's chips;buy the farm;conk;give-up the ghost;drop dead;pop off;choke;croak;snuff it|fail;go bad;give way;give out;conk out;go;break;break down|die out|pall;become flat
diehard,traditionalist
diesel,Diesel;Rudolf Diesel;Rudolf Christian Karl Diesel|diesel engine;diesel motor
diet,dieting
dieting,diet
dieting,diet|diet
dietitian,dietician;nutritionist
dietrich,Dietrich;Marlene Dietrich;Maria Magdalene von Losch
difference,deviation;divergence;departure|dispute;difference of opinion;conflict|remainder
differentiation,distinction|specialization;specialisation
differentiator,discriminator
difficulty,trouble|difficultness
diffusion,dissemination|dispersion;dispersal;dissemination
dig,excavation;archeological site|shot;shaft;slam;barb;jibe;gibe|excavation;digging|jab
dig,delve;cut into;turn over|dig out|labor;labour;toil;fag;travail;grind;drudge;moil|dig up;dig out|excavate;hollow|jab;prod;stab;poke|grok;get the picture;comprehend;savvy;grasp;compass;apprehend
digest,compilation
digest,endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up|condense;concentrate
digger,power shovel;excavator;shovel
digging,excavation;dig
digging,dig;delve;cut into;turn over|dig;dig out|labor;labour;toil;fag;travail;grind;drudge;dig;moil|dig;dig up;dig out|dig|excavate;dig;hollow|jab;prod;stab;poke;dig|grok;get the picture;comprehend;savvy;dig;grasp;compass;apprehend
digit,figure|finger;fingerbreadth;finger's breadth|dactyl
digitization,digitisation
dignity,self-respect;self-regard;self-worth|lordliness;gravitas
digs,diggings|diggings;domiciliation;lodgings;pad|dig;excavation;archeological site|shot;shaft;slam;dig;barb;jibe;gibe|dig|excavation;digging;dig|dig;jab
digs,dig;delve;cut into;turn over|dig;dig out|labor;labour;toil;fag;travail;grind;drudge;dig;moil|dig;dig up;dig out|dig|excavate;dig;hollow|jab;prod;stab;poke;dig|grok;get the picture;comprehend;savvy;dig;grasp;compass;apprehend
dijon,Dijon
dike,butch;dyke|dam;dyke
dike,dyke
dilemma,quandary
diligence,industriousness;industry|application
dimaggio,DiMaggio;Joe DiMaggio;Joseph Paul DiMaggio
dime,dime bag
dimension,property;attribute|proportion
din,blare;blaring;cacophony;clamor|commotion;ruction;ruckus;rumpus;tumult
din,boom
diner,dining car;dining compartment;buffet car
ding,dent;gouge;nick
ding,dong;dingdong
dinghy,dory;rowboat
dingle,dell
dining,dine|dine|boom;din|din
dinner,dinner party
dinnertime,suppertime
diocese,bishopric;episcopate
dior,Dior;Christian Dior
dip,angle of dip;magnetic dip;magnetic inclination;inclination|pickpocket;cutpurse|drop;fall;free fall|plunge
dip,dunk;souse;plunge;douse|dunk|dim|sink|douse;duck
diploma,sheepskin
diplomacy,diplomatic negotiations|delicacy;discreetness;finesse|statesmanship;statecraft
diplomat,diplomatist
direction,way|guidance;counsel;counseling;counselling|management|instruction|steering;guidance|commission;charge|focus;focusing;focussing;focal point;centering
directness,straightness|candor;candour;candidness;frankness;forthrightness
director,manager;managing director|theater director;theatre director|film director|conductor;music director
directorate,board of directors
dis,Dis;Orcus
disability,disablement;handicap;impairment
disadvantage,disfavor;disfavour
disaffection,alienation;estrangement
disagreement,dissension;dissonance|discrepancy;divergence;variance
disappearance,disappearing|fade
disappearing,disappearance
disappearing,disappear;vanish;go away|vanish;disappear;go away|vanish;disappear|melt;disappear;evaporate
disappointment,letdown|dashing hopes
disapproval,disfavor;disfavour;dislike
disarmament,disarming
disarray,confusion;mental confusion;confusedness;muddiness|disorderliness
disarray,disorder
disaster,catastrophe|calamity;catastrophe;tragedy;cataclysm
disbelief,incredulity;skepticism;mental rejection|unbelief
disbeliever,nonbeliever;unbeliever
disc,phonograph record;phonograph recording;record;disk;platter|disk;saucer|magnetic disk;magnetic disc;disk|disk
discard,throwing away
discard,fling;toss;toss out;toss away;chuck out;cast aside;dispose;throw out;cast out;throw away;cast away;put away
discernment,understanding;apprehension;savvy|taste;appreciation;perceptiveness|perceptiveness|sagacity;sagaciousness;judgment;judgement|discretion
discharge,venting|emission|emission;expelling|spark;arc;electric arc;electric discharge|outpouring;run|dismissal;dismission;firing;liberation;release;sack;sacking|release;waiver|firing;firing off
discharge,dispatch;complete|free|fire;go off|acquit;assoil;clear;exonerate;exculpate|exhaust;expel;eject;release|drop;drop off;set down;put down;unload|fire|muster out|empty
disciple,adherent
discipline,subject;subject area;subject field;field;field of study;study;bailiwick|correction
discipline,train;check;condition|correct;sort out
disclaimer,disavowal
disclosure,revelation;revealing
disco,disco music|discotheque
discomfort,uncomfortableness|soreness;irritation
disconcertion,discomfiture;discomposure;disconcertment
disconnect,gulf;disconnection
disconnect,unplug
discord,strife|dissension|discordance|discordance
discord,disagree;disaccord
discount,price reduction;deduction|discount rate;bank discount|rebate|deduction
discount,dismiss;disregard;brush aside;brush off;push aside;ignore
discouragement,disheartenment;dismay
discourse,sermon;preaching|discussion;treatment
discourse,talk about;discuss|converse|hold forth;dissertate
discovery,find;uncovering|breakthrough;find
discredit,disrepute
discredit,disgrace|disbelieve
discrepancy,disagreement;divergence;variance|variance;variant
discretion,discreetness;circumspection;prudence|delicacy|free will|discernment
discrimination,favoritism;favouritism|secernment
discus,saucer
discussion,treatment;discourse|give-and-take;word
disdain,contempt;scorn;despite|condescension;patronage
disdain,contemn;despise;scorn|reject;spurn;freeze off;scorn;pooh-pooh;turn down
disembarkation,debarkation;disembarkment
disengagement,detachment|fallback;pullout
disgrace,shame;ignominy
disgrace,dishonor;dishonour;attaint;shame|take down;degrade;demean;put down|discredit
disguise,camouflage|camouflage
disguise,mask
disgust,gross out;revolt;repel|revolt;nauseate;sicken;churn up
dish,dishful|smasher;stunner;knockout;beauty;ravisher;sweetheart;peach;lulu;looker;mantrap|dish aerial;dish antenna;saucer|cup of tea;bag
dish,serve;serve up;dish out;dish up
dishonesty,knavery
dishonor,dishonour|dishonour
dishonor,disgrace;dishonour;attaint;shame|rape;ravish;violate;assault;dishonour;outrage|dishonour
dishware,crockery
dishwashing,washup
disillusionment,disenchantment;disillusion
disincentive,deterrence
disintegration,decomposition|dissolution|decay;radioactive decay|annihilation
disinterest,neutrality
dislike,disfavor;disfavour;disapproval
dislocation,disruption|breakdown
dismantling,dismantlement;disassembly
dismantling,level;raze;rase;dismantle;tear down;take down;pull down|disassemble;dismantle;take apart;break up;break apart|strip;dismantle
dismay,discouragement;disheartenment|alarm;consternation
dismay,depress;deject;cast down;get down;dispirit;demoralize;demoralise|alarm;appal;appall;horrify
dismissal,judgment of dismissal;judgement of dismissal|dismission;pink slip|dismission;discharge;firing;liberation;release;sack;sacking
dismount,unhorse;light;get off;get down
disney,Disney;Walt Disney;Walter Elias Disney
disobedience,noncompliance
disorder,upset|disorderliness
disorder,perturb;unhinge;disquiet;trouble;cark;distract|disarray
disorientation,freak out
dispatch,despatch;communique|despatch;shipment|despatch;expedition;expeditiousness|despatch
dispatch,despatch;send off|discharge;complete|murder;slay;hit;bump off;off;polish off;remove
dispersal,dispersion;dissemination;diffusion
displacement,supplanting|shift|translation|displacement reaction|deracination
display,show|exhibit;showing|presentation|video display
display,expose;exhibit
disposal,administration|disposition|electric pig;garbage disposal
disposition,temperament|disposal|inclination;tendency
dispossession,eviction;legal ouster|exorcism
dispute,difference;difference of opinion;conflict|contravention
dispute,challenge;gainsay|quarrel;scrap;argufy;altercate
disquiet,anxiousness|unease;uneasiness
disquiet,perturb;unhinge;trouble;cark;distract;disorder
disregard,neglect|neglect
disregard,ignore;snub;cut|dismiss;brush aside;brush off;discount;push aside;ignore|neglect;ignore
disrespect,discourtesy|contempt
disrespect,disesteem
disruption,break;interruption;gap|disturbance;commotion;flutter;hurly burly;to-do;hoo-ha;hoo-hah;kerfuffle|dislocation|perturbation
dissembling,pretense;pretence;feigning|deception;deceit;dissimulation
dissembling,feign;sham;pretend;affect;dissemble|dissemble;cloak;mask|dissemble;pretend;act
dissemination,airing;public exposure;spreading|diffusion|dispersion;dispersal;diffusion
dissent,protest;objection
dissent,protest;resist|disagree;differ;take issue
dissertation,thesis
disservice,ill service;ill turn
dissolution,disintegration|dissolving|profligacy;dissipation;licentiousness;looseness|adjournment|breakup
dissolve,fade out;fade away|resolve;break up|break up|disband|thaw;unfreeze;unthaw;dethaw;melt|break up|dismiss
dissolving,dissolution
dissolving,dissolve;fade out;fade away|dissolve;resolve;break up|dissolve;break up|disband;dissolve|dissolve|dissolve|dissolve|dissolve|dissolve;thaw;unfreeze;unthaw;dethaw;melt|dissolve;break up|dissolve;dismiss
dissonance,disagreement;dissension|noise;racket
distance,length|aloofness|space
distance,outdistance;outstrip
distaste,antipathy;aversion
distillery,still
distinction,differentiation|eminence;preeminence;note
distraction,beguilement|misdirection
distress,hurt;suffering|distraint
distress,straiten
distribution,statistical distribution|dispersion
district,territory;territorial dominion;dominion
district,zone
distrust,misgiving;mistrust;suspicion|distrustfulness;mistrust
distrust,mistrust;suspect
disturbance,perturbation|perturbation;upset|disruption;commotion;flutter;hurly burly;to-do;hoo-ha;hoo-hah;kerfuffle|affray;fray;ruffle|mental disorder;mental disturbance;psychological disorder;folie|noise;interference
ditch,chuck|dump|trench
dithering,dither|dither;flap;pother
ditto,ditto mark
diuretic,diuretic drug;water pill
diva,prima donna
dive,honkytonk|diving|nose dive;nosedive|prima donna;diva
dive,plunge;plunk
diver,frogman;underwater diver|plunger|loon
divergence,divergency|deviation;departure;difference|divergency|discrepancy;disagreement;variance
diversification,variegation
diversion,recreation|deviation;digression;deflection;deflexion;divagation|diversionary attack
diversity,diverseness;multifariousness;variety
divide,watershed;water parting
divide,split;split up;separate;dissever;carve up|fraction|separate|separate;part|separate|separate;disunite;part
divider,splitter|partition
divination,prophecy|foretelling;soothsaying;fortune telling
diving,diving event|dive
diving,dive;plunge;plunk|dive|dive
divinity,deity;god;immortal|divinity fudge|theology
division,part;section|variance|class|air division|naval division|partition;partitioning;segmentation;sectionalization;sectionalisation
divorce,divorcement
divorce,disassociate;dissociate;disunite;disjoint|split up
divorcee,grass widow
dixie,Confederacy;Confederate States;Confederate States of America;South;Dixie;Dixieland
dizziness,giddiness;lightheadedness;vertigo
dj,disk jockey;disc jockey
dj,disk-jockey;disc-jockey;DJ
djibouti,Djibouti;capital of Djibouti|Djibouti;Republic of Djibouti;Afars and Issas
dkg,dekagram;decagram;dag
dm,diabetes mellitus;DM|decimeter;decimetre
dna,deoxyribonucleic acid;desoxyribonucleic acid;DNA
dnieper,Dnieper;Dnieper River
dobson,hellgrammiate|dobsonfly;dobson fly;Corydalus cornutus
doc,doctor;physician;MD;Dr.;medico|Department of Commerce;Commerce Department;Commerce;DoC
dock,sorrel;sour grass|pier;wharf;wharfage|loading dock|dockage;docking facility|bobtail;bob
dock,tail;bob
docket,agenda;schedule
docking,moorage;dockage;tying up
docking,dock|dock|dock|dock;tail;bob|dock
doctor,doc;physician;MD;Dr.;medico|Doctor of the Church;Doctor|Dr.
doctor,sophisticate;doctor up|repair;mend;fix;bushel;furbish up;restore;touch on
doctorate,doctor's degree
doctrine,philosophy;philosophical system;school of thought;ism
document,written document;papers|text file
documentation,certification;corroboration|software documentation|support
dod,Department of Defense;Defense Department;United States Department of Defense;Defense;DoD
dodge,contrivance;stratagem|dodging;scheme
dodge,hedge;fudge;evade;put off;circumvent;parry;elude;skirt;duck;sidestep
dodger,fox;slyboots|corn dab;corn dodger
dodging,evasion;escape|dodge;scheme|avoidance;turning away;shunning
dodging,dodge|dodge|hedge;fudge;evade;put off;circumvent;parry;elude;skirt;dodge;duck;sidestep
doe,Department of Energy;Energy Department;Energy;DOE
doer,actor;worker
dog,domestic dog;Canis familiaris|frump|cad;bounder;blackguard;hound;heel|frank;frankfurter;hotdog;hot dog;wiener;wienerwurst;weenie|pawl;detent;click|andiron;firedog;dog-iron
dog,chase;chase after;trail;tail;tag;give chase;go after;track
dogfight,hassle;scuffle;tussle;rough-and-tumble
doggy,pooch;doggie;barker;bow-wow
doghouse,kennel;dog house
dogma,tenet
doh,do;ut
doha,Doha;Bida;El Beda;capital of Qatar
doi,Department of the Interior;Interior Department;Interior;DoI
doj,Department of Justice;Justice Department;Justice;DoJ
dolby,Dolby;Ray M. Dolby
doldrums,stagnation;stagnancy
dole,pogy;pogey
doll,dolly|dame;wench;skirt;chick;bird
dollar,dollar bill;one dollar bill;buck;clam|dollar mark;dollar sign
dolly,doll
dolmas,stuffed grape leaves
dolphin,dolphinfish;mahimahi
domain,sphere;area;orbit;field;arena|demesne;land|domain of a function|world|knowledge domain;knowledge base
dome,attic;bean;bonce;noodle;noggin|domed stadium;covered stadium
domicile,legal residence|dwelling;home;abode;habitation;dwelling house
domicile,reside;shack;domiciliate
dominance,laterality|ascendance;ascendence;ascendancy;ascendency;control|authority;authorization;authorisation;potency;say-so
domination,mastery;supremacy
domingo,Domingo;Placido Domingo
dominic,Dominic;Saint Dominic;St. Dominic;Domingo de Guzman
dominica,Dominica;Commonwealth of Dominica|Dominica
dominion,rule|district;territory;territorial dominion|Dominion
dominique,Dominique;Dominick
domino,Domino;Fats Domino;Antoine Domino|half mask;eye mask
dominoes,dominos|Domino;Fats Domino;Antoine Domino|domino|domino;half mask;eye mask|domino
dona,Dona
donation,contribution|contribution
donatus,Donatus;Aelius Donatus
donbas,Donets Basin;Donbass;Donbas
donbass,Donets Basin;Donbass;Donbas|Donets Basin;Donbass;Donbas
donetsk,Donetsk;Donetske;Stalino
donkey,domestic ass;Equus asinus
donor,giver;presenter;bestower;conferrer
donut,doughnut;sinker
doodle,scribble;scrabble
doom,doomsday;day of reckoning;end of the world
doom,destine;fate;designate|sentence;condemn
doomsday,Judgment Day;Judgement Day;Day of Judgment;Day of Judgement;Doomsday;Last Judgment;Last Judgement;Last Day;eschaton;day of reckoning;crack of doom;end of the world|doom;day of reckoning;end of the world
door,doorway;room access;threshold
doorbell,bell;buzzer
doorman,doorkeeper;door guard;hall porter;porter;gatekeeper;ostiary
doorstep,doorsill;threshold
doorway,door;room access;threshold
dopamine,Dopastat;Intropin
dope,pot;grass;green goddess;weed;gage;sess;sens;smoke;skunk;locoweed;Mary Jane|dumbbell;dummy;boob;booby;pinhead|cola|poop;the skinny;low-down
dope,dope up
doppler,Doppler;Christian Johann Doppler
dorado,Dorado
doris,Doris|Doris
dorm,dormitory;residence hall;hall;student residence
dormancy,quiescence;quiescency|quiescence;quiescency;sleeping
dormitory,dorm;residence hall;hall;student residence|dormitory room;dorm room
dortmund,Dortmund
dos,Department of State;United States Department of State;State Department;State;DoS|DOS;disk operating system|bash;do;brawl|do;doh;ut|Doctor of Osteopathy;DO
dos,make;do|perform;execute;do|do;perform|do;fare;make out;come;get along|cause;do;make|practice;practise;exercise;do|suffice;do;answer;serve|do;make|act;behave;do|serve;do|do;manage|dress;arrange;set;do;coif;coiffe;coiffure|do
dosage,dose|dose
dose,dosage|dosage|venereal disease;VD;venereal infection;social disease;Cupid's itch;Cupid's disease;Venus's curse;sexually transmitted disease;STD|acid;back breaker;battery-acid;dot;Elvis;loony toons;Lucy in the sky with diamonds;pane;superman;window pane;Zen
dose,drug
dot,point|Department of Transportation;Transportation;DoT|dit|acid;back breaker;battery-acid;dose;Elvis;loony toons;Lucy in the sky with diamonds;pane;superman;window pane;Zen
dot,stud;constellate|scatter;sprinkle;dust;disperse
doubleheader,twin bill;double feature
doubles,double;two-base hit;two-bagger;two-baser|double;stunt man;stunt woman|double;image;look-alike|double|doubling;double
doubles,double;duplicate|double|double over;double;double up|double|double|duplicate;reduplicate;double;repeat;replicate
doubling,double
doubling,double;duplicate|double|double over;double;double up|double|double|duplicate;reduplicate;double;repeat;replicate
doubt,uncertainty;incertitude;dubiety;doubtfulness;dubiousness|dubiousness;doubtfulness;question
douche,douche bag
dough,boodle;bread;cabbage;clams;dinero;gelt;kale;lettuce;lolly;lucre;loot;moolah;pelf;scratch;shekels;simoleons;sugar;wampum
douglas,Douglas;Stephen A. Douglas;Stephen Arnold Douglas;Little Giant
douglass,Douglass;Frederick Douglass|Douglas;Stephen A. Douglas;Stephen Arnold Douglas;Little Giant
doula,labor coach;birthing coach;monitrice
dove,peacenik|Columba;Dove|squab
dove,dive;plunge;plunk|dive|dive
dover,Dover;capital of Delaware
dovetail,dovetail joint
downfall,ruin;ruination|precipitation|fall
downing,Downing;Andrew Jackson Downing
downing,toss off;pop;bolt down;belt down;pour down;down;drink down;kill|devour;down;consume;go through|down|down;shoot down;land|down;knock down;cut down;push down;pull down|polish;refine;fine-tune;down
downpour,cloudburst;deluge;waterspout;torrent;pelter;soaker
downturn,downswing
dowry,dowery;dower;portion
dozens,tons;heaps;lots;piles;scores;stacks;loads;rafts;slews;wads;oodles;gobs;scads;lashings|twelve;12;XII;dozen
dp,displaced person;DP;stateless person
dprk,North Korea;Democratic People's Republic of Korea;D.P.R.K.;DPRK
drachma,dram;drachm|Greek drachma
draco,Draco|Draco;Dragon|Draco;genus Draco
dracula,Dracula;genus Dracula|Dracula
draft,bill of exchange;order of payment|draught|rough drawing|draught;potation;tipple|draft copy|draught|draught|conscription;muster;selective service|gulp;draught;swig|draught;drawing
draft,outline|enlist;muster in|blueprint;draught
drafting,mechanical drawing|drawing;draftsmanship
drafting,draft;outline|enlist;draft;muster in|blueprint;draft;draught
drag,retarding force|puff;pull
drag,haul;hale;cart|embroil;tangle;sweep;sweep up;drag in|trail;get behind;hang back;drop behind;drop back|puff;draw|scuff|dredge|drag on;drag out
dragnet,trawl;trawl net
dragon,firedrake|tartar|Draco;Dragon|flying dragon;flying lizard
dragonfly,darning needle;devil's darning needle;sewing needle;snake feeder;snake doctor;mosquito hawk;skeeter hawk
drain,drainage|drainpipe;waste pipe
drain,run out|enfeeble;debilitate
drainage,drain
drake,Drake;Francis Drake;Sir Francis Drake
drama,play;dramatic play|dramatic event
draught,draft;potation;tipple|gulp;draft;swig|draft|draft|draft|draft;drawing
draught,blueprint;draft
draw,drawing card;attraction;attractor;attracter|standoff;tie|lot|hook;hooking|draw play|draw poker|haul;haulage
draw,pull;force|reap|trace;line;describe;delineate|make|pull;pull out;get out;take out|take out|describe;depict|puff;drag|withdraw;take out;draw off|cast|get|quarter;draw and quarter|pull|absorb;suck;imbibe;soak up;sop up;suck up;take in;take up|attract;pull;pull in;draw in|string;thread|pull back|guide;run;pass|tie|disembowel;eviscerate
drawbridge,lift bridge
drawer,draftsman
drawers,underdrawers;shorts;boxers;boxershorts|bloomers;pants;knickers|drawer|drawer|draftsman;drawer
drawing,draftsmanship;drafting|lottery|drawing off|draft;draught
drawing,pull;draw;force|reap;draw|trace;draw;line;describe;delineate|draw;make|draw;pull;pull out;get out;take out|draw|draw;take out|describe;depict;draw|draw|draw|puff;drag;draw|draw|withdraw;draw;take out;draw off|draw;cast|draw;get|draw|draw|draw|draw|draw|draw|draw|draw;quarter;draw and quarter|pull;draw|absorb;suck;imbibe;soak up;sop up;suck up;draw;take in;take up|attract;pull;pull in;draw;draw in|string;thread;draw|pull back;draw|guide;run;draw;pass|tie;draw|draw|draw|draw|disembowel;eviscerate;draw|draw|draw
dreadnaught,dreadnought
dream,dreaming|dreaming|ambition;aspiration|pipe dream
dream,daydream;woolgather;stargaze
dreamer,idealist|escapist;wishful thinker
dreaming,dream|dream
dreaming,dream;daydream;woolgather;stargaze|dream
dredge,drag
dresden,Dresden
dresser,chest of drawers;chest;bureau|actor's assistant|dressing table;vanity;toilet table
dressing,salad dressing|stuffing|fertilization;fertilisation;fecundation|medical dressing|grooming|bandaging;binding
dressing,dress;get dressed|dress;clothe;enclothe;garb;raiment;tog;garment;habilitate;fit out;apparel|dress|dress;dress up|preen;primp;plume;dress|dress;dress out|dress;line up|trim;garnish;dress|dress;decorate|dress|snip;clip;crop;trim;lop;dress;prune;cut back|dress|dress|dress|dress;groom;curry|dress;arrange;set;do;coif;coiffe;coiffure
drew,Drew;John Drew
drew,pull;draw;force|reap;draw|trace;draw;line;describe;delineate|draw;make|draw;pull;pull out;get out;take out|draw|draw;take out|describe;depict;draw|draw|draw|puff;drag;draw|draw|withdraw;draw;take out;draw off|draw;cast|draw;get|draw|draw|draw|draw|draw|draw|draw|draw;quarter;draw and quarter|pull;draw|absorb;suck;imbibe;soak up;sop up;suck up;draw;take in;take up|attract;pull;pull in;draw;draw in|string;thread;draw|pull back;draw|guide;run;draw;pass|tie;draw|draw|draw|draw|disembowel;eviscerate;draw|draw|draw
dribble,drip;trickle|drool;drivel;slobber|dribbling
dribble,trickle;filter|drip;drop|carry|drivel;drool;slabber;slaver;slobber
dribbling,dribble
dribbling,trickle;dribble;filter|dribble;drip;drop|dribble;carry|drivel;drool;slabber;slaver;slobber;dribble
drier,desiccant;drying agent;siccative|dryer
drier,dry|dry|dry|dry|dry|dry
drier,dry;ironic;ironical;wry|dry|dry;juiceless|dry|dry|dry|dry|dry|dry|dry;teetotal
drift,impetus;impulsion|trend;movement|purport|heading;gallery
drift,float;be adrift;blow|stray;err|roll;wander;swan;stray;tramp;roam;cast;ramble;rove;range;vagabond|freewheel
drill,Mandrillus leucophaeus|exercise;practice;practice session;recitation
drill,bore|exercise;practice;practise
drilling,boring|boring;oil production
drilling,bore;drill|drill|drill;exercise;practice;practise|drill|drill
drink,drinking;boozing;drunkenness;crapulence|beverage;drinkable;potable|swallow;deglutition
drink,imbibe|booze;fuddle|toast;pledge;salute;wassail|drink in|tope
drinking,imbibing;imbibition|drink;boozing;drunkenness;crapulence
drinking,drink;imbibe|drink;booze;fuddle|toast;drink;pledge;salute;wassail|drink in;drink|drink;tope
drip,trickle;dribble|dripping|drip mold;drip mould
drip,dribble;drop
drive,thrust;driving force|campaign;cause;crusade;movement;effort|driveway;private road|driving|ride|parkway
drive,motor|force;ram|repel;repulse;force back;push back;beat back|tug;labor;labour;push|get;aim|ride|take
driver,device driver|number one wood
driveway,drive;private road
drizzle,mizzle
drizzle,mizzle|moisten
drone,monotone;droning|dawdler;laggard;lagger;trailer;poke|pilotless aircraft;radio-controlled aircraft|drone pipe;bourdon
drone,drone on
drool,baloney;boloney;bilgewater;bosh;humbug;taradiddle;tarradiddle;tommyrot;tosh;twaddle|dribble;drivel;slobber
drool,salivate|drivel;slabber;slaver;slobber;dribble
drop,bead;pearl|drib;driblet|dip;fall;free fall|cliff;drop-off|fall|drop curtain;drop cloth
drop,sink;drop down|knock off|drop off;set down;put down;unload;discharge|fell;strike down;cut down|spend;expend|flatten|dangle;swing|dismiss;send packing;send away|dribble;drip|shed;cast;cast off;shake off;throw;throw off;throw away|neglect;pretermit;omit;miss;leave out;overlook;overleap|devolve;deteriorate;degenerate
drought,drouth|drouth
drove,horde;swarm|drove chisel
